RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,WEBSITE,PROFIT
49,ALBERTSONS COS.,250 PARKCENTER BOULEVARD,NOT AVAILABLE,BOISE,ID,83706,ADA,274000,58734,43.59974,-116.18099,HTTPS://WWW.ALBERTSONS.COM/#1,-502.2
226,MICRON TECHNOLOGY,8000 SOUTH FEDERAL WAY,NOT AVAILABLE,BOISE,ID,83716,ADA,31400,12399,43.52925,-116.14697,HTTPS://WWW.MICRON.COM/,-276
290,LABORATORY CORP. OF AMERICA,358 SOUTH MAIN STREET,NOT AVAILABLE,BURLINGTON,NC,27215,ALAMANCE,52000,9642,36.09317,-79.43739,HTTPS://WWW.LABCORP.COM/,732.1
440,LAM RESEARCH,4650 CUSHING PARKWAY,NOT AVAILABLE,FREMONT,CA,94538,ALAMEDA,7500,5886,37.4886,-121.95694,HTTPS://WWW.LAMRESEARCH.COM/,914
198,SYNNEX,44201 NOBEL DRIVE,NOT AVAILABLE,FREMONT,CA,94538,ALAMEDA,110000,14062,37.49628,-121.97965,HTTPS://WWW.SYNNEXCORP.COM/,234.9
219,ROSS STORES,5130 HACIENDA DRIVE,NOT AVAILABLE,DUBLIN,CA,94568,ALAMEDA,78600,12867,37.71041,-121.89039,HTTPS://WWW.ROSSSTORES.COM/,1117.7
453,CLOROX,1221 BROADWAY,NOT AVAILABLE,OAKLAND,CA,94612,ALAMEDA,8000,5761,37.80348,-122.27237,HTTPS://WWW.THECLOROXCOMPANY.COM/,648
340,DICK'S SPORTING GOODS,345 COURT STREET,NOT AVAILABLE,CORAOPOLIS,PA,15108,ALLEGHENY,27550,7922,40.50779,-80.2658,HTTPS://WWW.DICKSSPORTINGGOODS.COM/,287.4
279,UNITED STATES STEEL,600 GRANT STREET,NOT AVAILABLE,PITTSBURGH,PA,15219,ALLEGHENY,29800,10261,40.44136,-79.99485,HTTPS://WWW.USSTEEL.COM/,-440
373,WESCO INTERNATIONAL,225 WEST STATION SQUARE DRIVE,NOT AVAILABLE,PITTSBURGH,PA,15219,ALLEGHENY,9000,7336,40.43329,-80.00437,HTTPS://WWW.WESCO.COM/,101.6
166,PNC FINANCIAL SERVICES GROUP,249 5TH AVENUE,NOT AVAILABLE,PITTSBURGH,PA,15222,ALLEGHENY,50683,16423,40.44129,-80.00051,HTTPS://WWW.PNC.COM/EN/PERSONAL-BANKING.HTML,3903
183,PPG INDUSTRIES,1 PPG PLACE,NOT AVAILABLE,PITTSBURGH,PA,15272,ALLEGHENY,47000,15178,40.43992,-80.00357,HTTP://CORPORATE.PPG.COM/HOME.ASPX,877
347,STEEL DYNAMICS,7575 WEST JEFFERSON BOULEVARD,NOT AVAILABLE,FORT WAYNE,IN,46804,ALLEN,7695,7777,41.0411,-85.23743,HTTP://WWW.STEELDYNAMICS.COM/,382.1
328,NEWMONT MINING,6363 SOUTH FIDDLER'S GREEN CIRCLE,14TH FLOOR,GREENWOOD VILLAGE,CO,80111,ARAPAHOE,12438,8379,39.60092,-104.89224,HTTPS://WWW.NEWMONT.COM/HOME/DEFAULT.ASPX,-627
118,ARROW ELECTRONICS,9201 EAST DRY CREEK ROAD,NOT AVAILABLE,CENTENNIAL,CO,80112,ARAPAHOE,18700,23825,39.581553,-104.88214,HTTPS://WWW.ARROW.COM/,522.8
494,CH2M HILL,9191 SOUTH JAMAICA STREET,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,20000,5236,39.5482,-104.86745,HTTPS://WWW.CH2M.COM/,15
186,DISH NETWORK,9601 SOUTH MERIDIAN BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,16000,15095,39.54506,-104.85536,HTTPS://WWW.DISH.COM/,1449.9
269,LIBERTY INTERACTIVE,12300 LIBERTY BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,21080,10647,39.55318,-104.84571,HTTP://WWW.LIBERTYINTERACTIVE.COM/,1235
491,LIBERTY MEDIA,12300 LIBERTY BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,3626,5276,39.55318,-104.84571,HTTP://WWW.LIBERTYMEDIA.COM/,680
478,WESTERN UNION,12500 EAST BELFORD AVENUE,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,10700,5423,39.54685,-104.84492,HTTPS://WWW.WESTERNUNION.COM/US/EN/HOME.HTML,253.2
194,AES,4300 WILSON BOULEVARD,NOT AVAILABLE,ARLINGTON,VA,22203,ARLINGTON,19000,14287,38.87985,-77.11261,HTTP://AES.COM/,-1130
415,CALATLANTIC GROUP,1100 WILSON BOULEVARD,SUITE 2100,ARLINGTON,VA,22209,ARLINGTON,3055,6477,38.89465,-77.07012,HTTPS://WWW.CALATLANTICHOMES.COM/,484.7
159,CUMMINS,500 JACKSON STREET,NOT AVAILABLE,COLUMBUS,IN,47201,BARTHOLOMEW,55400,17509,39.20402,-85.92326,HTTPS://WWW.CUMMINS.COM/,1394
1,WALMART,702 SW 8TH STREET,NOT AVAILABLE,BENTONVILLE,AR,72716,BENTON,2300000,485873,36.36477,-94.21763,HTTPS://WWW.WALMART.COM/,13643
407,J.B. HUNT TRANSPORT SERVICES,615 J.B. HUNT CORPORATE DRIVE,NOT AVAILABLE,LOWELL,AR,72745,BENTON,22190,6556,36.2453,-94.14745,HTTPS://WWW.JBHUNT.COM/,432.1
397,SEALED AIR,200 RIVERFRONT BOULEVARD,NOT AVAILABLE,ELMWOOD PARK,NJ,7407,BERGEN,23000,6778,40.89756,-74.1272,HTTPS://SEALEDAIR.COM/,486.4
225,BECTON DICKINSON,1 BECTON DRIVE,NOT AVAILABLE,FRANKLIN LAKES,NJ,7417,BERGEN,50928,12483,41.01613,-74.20762,HTTP://WWW.BD.COM/,976
384,ASCENA RETAIL GROUP,933 MACARTHUR BOULEVARD,NOT AVAILABLE,MAHWAH,NJ,7430,BERGEN,41000,6995,41.07444,-74.17075,HTTP://ASCENARETAIL.COM/,-11.9
205,COGNIZANT TECHNOLOGY SOLUTIONS,500 FRANK W BURR BOULEVARD,NOT AVAILABLE,TEANECK,NJ,7666,BERGEN,260200,13487,40.87398,-74.00657,HTTPS://WWW.COGNIZANT.COM/,1553
137,WHIRLPOOL,2000 NORTH M-63,NOT AVAILABLE,BENTON HARBOR,MI,49022,BERRIEN,93000,20718,42.14912,-86.44101,HTTPS://WWW.WHIRLPOOL.COM/,888
426,IHEARTMEDIA,200 EAST BASSE ROAD,SUITE 100,SAN ANTONIO,TX,78209,BEXAR,18700,6274,29.49244,-98.47939,HTTPS://WWW.IHEARTMEDIA.COM/,-296.3
307,CST BRANDS,19500 BULVERDE ROAD,SUITE 200,SAN ANTONIO,TX,78259,BEXAR,12380,9061,29.624432,-98.42136,HTTP://CORPO.COUCHE-TARD.COM/EN/,324
37,VALERO ENERGY,1 VALERO WAY,NOT AVAILABLE,SAN ANTONIO,TX,78249,BEXAR,9996,70166,29.58919,-98.606,HTTPS://WWW.VALERO.COM/EN-US,2289
117,ANDEAVOR,19100 RIDGEWOOD PARKWAY,NOT AVAILABLE,SAN ANTONIO,TX,78259,BEXAR,6308,24005,29.6161,-98.45941,HTTP://WWW.ANDEAVOR.COM/,734
102,USAA,9800 FREDERICKSBURG ROAD,NOT AVAILABLE,SAN ANTONIO,TX,78288,BEXAR,29943,27131,29.53455,-98.573,HTTPS://WWW.USAA.COM/,1779.1
363,HARRIS,1025 WEST NASA BOULEVARD,NOT AVAILABLE,MELBOURNE,FL,32919,BREVARD,21000,7527,28.0913,-80.63837,HTTPS://WWW.HARRIS.COM/,324
306,BALL,10 LONGS PEAK DRIVE,NOT AVAILABLE,BROOMFIELD,CO,80021,BROOMFIELD,18450,9061,39.91172,-105.0992,HTTP://WWW.BALL.COM/REGION-SELECTION,263
336,LEVEL 3 COMMUNICATIONS,1025 ELDORADO BOULEVARD,NOT AVAILABLE,BROOMFIELD,CO,80021,BROOMFIELD,12600,8172,39.9206,-105.14427,HTTP://WWW.LEVEL3.COM/EN/,677
129,AUTONATION,200 SW 1ST AVENUE,NOT AVAILABLE,FORT LAUDERDALE,FL,33301,BROWARD,26000,21609,26.12002,-80.14419,HTTPS://WWW.AUTONATION.COM/,430.5
463,BURLINGTON STORES,2006 ROUTH 130,NOT AVAILABLE,BURLINGTON,NJ,8016,BURLINGTON,40000,5591,40.09215,-74.80758,HTTPS://WWW.BURLINGTON.COM/,215.9
476,CINCINNATI FINANCIAL,6200 SOUTH GILMORE ROAD,NOT AVAILABLE,FAIRFIELD,OH,45014,BUTLER,4754,5449,39.30823,-84.52325,HTTPS://WWW.CINFIN.COM/,590.7
441,AK STEEL HOLDING,9227 CENTRE POINT DRIVE,NOT AVAILABLE,WEST CHESTER,OH,45069,BUTLER,8500,5883,39.32767,-84.42792,HTTP://WWW.AKSTEEL.COM/,-7.8
216,KELLOGG,1 KELLOGG SQUARE,NOT AVAILABLE,BATTLE CREEK,MI,49017,CALHOUN,37369,13014,42.3523,-85.22982,HTTPS://WWW.KELLOGGS.COM/EN_US/HOME.HTML,694
339,CAMPBELL SOUP,1 CAMPBELL PLACE,NOT AVAILABLE,CAMDEN,NJ,8103,CAMDEN,16500,7961,39.94217,-75.10737,HTTPS://WWW.CAMPBELLS.COM/CAMPBELL-SOUP/,563
136,DOLLAR TREE,500 VOLVO PARKWAY,NOT AVAILABLE,CHESAPEAKE,VA,23320,CHESAPEAKE (CITY),116050,20719,36.76982,-76.24149,HTTPS://WWW.DOLLARTREE.COM/,896.2
454,GENESIS HEALTHCARE,101 EAST STATE STREET,NOT AVAILABLE,KENNETT SQUARE,PA,19348,CHESTER,82000,5733,39.84708,-75.71159,HTTP://WWW.GENESISHCC.COM/,-64
249,LAS VEGAS SANDS,3355 LAS VEGAS BOULEVARD SOUTH,NOT AVAILABLE,LAS VEGAS,NV,89109,CLARK,49000,11410,36.12198,-115.17141,HTTPS://WWW.SANDS.COM/,1670
297,MGM RESORTS INTERNATIONAL,3600 LAS VEGAS BOULEVARD SOUTH,NOT AVAILABLE,LAS VEGAS,NV,89109,CLARK,66500,9455,36.11203,-115.17694,HTTPS://WWW.MGMRESORTS.COM/EN.HTML,1101.4
180,GENUINE PARTS,2999 CIRCLE 75 PARKWAY,NOT AVAILABLE,ATLANTA,GA,30339,COBB,40000,15340,33.89521,-84.46972,HTTPS://WWW.GENPT.COM/,687.2
364,HD SUPPLY HOLDINGS,3100 CUMBERLAND BOULEVARD,SUITE 1700,ATLANTA,GA,30339,COBB,14000,7524,33.87735,-84.46577,HTTP://WWW.HDSUPPLY.COM/,196
23,HOME DEPOT,2455 PACES FERRY ROAD NW,NOT AVAILABLE,ATLANTA,GA,30339,COBB,406000,94595,33.86197,-84.48297,HTTPS://WWW.HOMEDEPOT.COM/,7957
378,ALLIANCE DATA SYSTEMS,7500 DALLAS PARKWAY,SUITE 700,PLANO,TX,75024,COLLIN,17000,7138,33.08093,-96.82359,HTTPS://WWW.ALLIANCEDATA.COM/,515.8
416,DR PEPPER SNAPPLE GROUP,5301 LEGACY DRIVE,NOT AVAILABLE,PLANO,TX,75024,COLLIN,20000,6440,33.07563,-96.80476,HTTPS://WWW.DRPEPPERSNAPPLEGROUP.COM/,847
221,J.C. PENNEY,6501 LEGACY DRIVE,NOT AVAILABLE,PLANO,TX,75024,COLLIN,106000,12547,33.0811,-96.83171,HTTPS://WWW.JCPENNEY.COM/,1
399,YUM CHINA HOLDINGS,7100 CORPORATE DRIVE,NOT AVAILABLE,PLANO,TX,75024,COLLIN,420000,6752,33.07438,-96.83538,HTTP://WWW.YUM.COM/COMPANY/OUR-BRANDS/CHINA/,502
19,CHEVRON,6001 BOLLINGER CANYON ROAD,NOT AVAILABLE,SAN RAMON,CA,94583,CONTRA COSTA,55200,107567,37.75832,-121.95969,HTTPS://WWW.CHEVRON.COM/,-497
124,US FOODS HOLDING,9399 WEST HIGGINS ROAD,SUITE 500,ROSEMONT,IL,60018,COOK,25000,22919,41.9889,-87.85781,HTTPS://WWW.USFOODS.COM/,209.8
359,ANIXTER INTERNATIONAL,2301 PATRIOT BOULEVARD,NOT AVAILABLE,GLENVIEW,IL,60026,COOK,8900,7625,42.09727,-87.82337,HTTPS://WWW.ANIXTER.COM/EN_US.HTML,120.5
202,ILLINOIS TOOL WORKS,3600 WEST LAKE AVENUE,NOT AVAILABLE,GLENVIEW,IL,60026,COOK,50000,13599,42.08769,-87.84604,HTTP://WWW.ITW.COM/,2035
84,ALLSTATE,2775 SANDERS ROAD,NOT AVAILABLE,NORTHBROOK,IL,60062,COOK,43275,36534,42.09907,-87.87074,HTTPS://WWW.ALLSTATE.COM/,1877
106,KRAFT HEINZ,200 EAST RANDOLPH STREET,NOT AVAILABLE,CHICAGO,IL,60601,COOK,41000,26487,41.885297,-87.621006,HTTP://WWW.KRAFTHEINZCOMPANY.COM/,3632
456,INGREDION,5 WESTBROOK CORPORATE CENTER,SUITE 500,WESTCHESTER,IL,60154,COOK,11000,5704,41.84558,-87.90225,HTTPS://WWW.INGREDION.COM/,484.9
127,SEARS HOLDINGS,3333 BEVERLY ROAD,NOT AVAILABLE,HOFFMAN ESTATES,IL,60179,COOK,140000,22138,42.08016,-88.22354,HTTP://WWW.SEARS.COM/,-2221
433,MOTOROLA SOLUTIONS,500 WEST MONROE STREET,SUITE 4400,CHICAGO,IL,60661,COOK,14000,6038,41.880843,-87.64077,HTTPS://WWW.MOTOROLASOLUTIONS.COM/EN_US.HTML,560
391,JONES LANG LASALLE,200 EAST RANDOLPH DRIVE,NOT AVAILABLE,CHICAGO,IL,60601,COOK,77300,6804,41.88526,-87.62148,HTTP://WWW.US.JLL.COM/UNITED-STATES/EN-US,318.2
439,OLD REPUBLIC INTERNATIONAL,307 NORTH MICHIGAN AVENUE,NOT AVAILABLE,CHICAGO,IL,60601,COOK,8500,5901,41.8871,-87.62429,HTTP://WWW.OLDREPUBLIC.COM/,466.9
89,EXELON,10 SOUTH DEARBORN STREET,NOT AVAILABLE,CHICAGO,IL,60603,COOK,34396,31360,41.88133,-87.63014,HTTP://WWW.EXELONCORP.COM/,1134
24,BOEING,100 NORTH RIVERSIDE PLAZA,NOT AVAILABLE,CHICAGO,IL,60606,COOK,150540,94571,41.88355,-87.63855,HTTP://WWW.BOEING.COM/,4895
388,R.R. DONNELLEY & SONS,35 W WACKER DRIVE,NOT AVAILABLE,CHICAGO,IL,60606,COOK,44360,6896,41.886583,-87.629188,HTTPS://WWW.RRDONNELLEY.COM/,-495.9
83,UNITED CONTINENTAL HOLDINGS,233 SOUTH WACKER DRIVE,NOT AVAILABLE,CHICAGO,IL,60606,COOK,88000,36556,41.8787,-87.63598,HTTPS://WWW.UNITED.COM/UAL/EN/US/,2263
304,LKQ,500 WEST MADISON STREET,SUITE 2800,CHICAGO,IL,60661,COOK,42500,9082,41.88235,-87.64047,HTTP://WWW.LKQCORP.COM/EN-US/,464
91,RITE AID,30 HUNTER LANE,NOT AVAILABLE,CAMP HILL,PA,17011,CUMBERLAND,70580,30737,40.25675,-76.91367,HTTPS://WWW.RITEAID.COM/,165.5
479,KEYCORP,127 PUBLIC SQUARE,NOT AVAILABLE,CLEVELAND,OH,44114,CUYAHOGA,15700,5422,41.50094,-81.69401,HTTPS://WWW.KEY.COM/PERSONAL/INDEX.JSP?KEY=COM,791
236,SHERWIN-WILLIAMS,101 WEST PROSPECT AVENUE,SUITE 1020,CLEVELAND,OH,44115,CUYAHOGA,42550,11856,41.49747,-81.69359,HTTPS://WWW.SHERWIN-WILLIAMS.COM/,1132.7
251,PARKER-HANNIFIN,6035 PARKLAND BOULEVARD,NOT AVAILABLE,CLEVELAND,OH,44124,CUYAHOGA,48950,11361,41.50688,-81.46095,HTTP://WWW.PARKER.COM/PORTAL/SITE/PARKER/,806.8
120,PROGRESSIVE,6300 WILSON MILLS ROAD,NOT AVAILABLE,MAYFIELD VILLAGE,OH,44143,CUYAHOGA,31721,23441,41.53704,-81.45156,HTTPS://WWW.PROGRESSIVE.COM/,1031
470,TRAVELCENTERS OF AMERICA,24601 CENTER RIDGE ROAD,SUITE 200,WESTLAKE,OH,44145,CUYAHOGA,20259,5511,41.45648,-81.89416,HTTPS://WWW.TA-PETRO.COM/,-2
93,CHS,5500 CENEX DRIVE,NOT AVAILABLE,INVER GROVE HEIGHT,MN,55077,DAKOTA,12157,30347,44.86943,-93.06283,HTTP://WWW.CHSINC.COM/,424.2
466,PATTERSON,1031 MENDOTA HEIGHTS ROAD,NOT AVAILABLE,SAINT PAUL,MN,55120,DAKOTA,7000,5555,44.86743,-93.14265,HTTPS://WWW.PATTERSONCOMPANIES.COM/HOME/DEFAULT.ASPX,187.2
155,KIMBERLY-CLARK,351 PHELPS DRIVE,NOT AVAILABLE,IRVING,TX,75038,DALLAS,42000,18202,32.86992,-96.95025,HTTPS://WWW.KIMBERLY-CLARK.COM/EN-US,2166
484,CELANESE,222 WEST LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,TX,75039,DALLAS,7293,5389,32.87148,-96.94402,HTTPS://WWW.CELANESE.COM/,900
4,EXXON MOBIL,5959 LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,TX,75039,DALLAS,72700,205004,32.89021,-96.94977,HTTP://CORPORATE.EXXONMOBIL.COM/,7840
149,FLUOR,6700 LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,TX,75039,DALLAS,61551,19037,32.90331,-96.94971,HTTP://WWW.FLUOR.COM/,281.4
499,VISTRA ENERGY,6555 SIERRA DRIVE,NOT AVAILABLE,IRVING,TX,75039,DALLAS,4431,5164,32.89835,-96.96431,HTTPS://WWW.VISTRAENERGY.COM/,-99999
496,MICHAELS COS.,8000 BENT BRANCH DRIVE,NOT AVAILABLE,IRVING,TX,75063,DALLAS,31000,5197,32.91509,-96.98834,HTTP://WWW.MICHAELS.COM/,378.2
421,BUILDERS FIRSTSOURCE,2001 BRYAN STREET,SUITE 1600,DALLAS,TX,75201,DALLAS,14000,6367,32.78526,-96.79636,HTTPS://WWW.BLDR.COM/,144.3
274,HOLLYFRONTIER,2828 NORTH HARWOOD,SUITE 1300,DALLAS,TX,75201,DALLAS,2676,10536,32.79448,-96.80818,HTTPS://WWW.HOLLYFRONTIER.COM/HOME/DEFAULT.ASPX,-260.5
9,AT&T,208 SOUTH AKARD STREET,NOT AVAILABLE,DALLAS,TX,75202,DALLAS,268540,163786,32.77946,-96.7993,HTTPS://WWW.ATT.COM/WIRELESS/,12976
134,TENET HEALTHCARE,1445 ROSS AVENUE,NOT AVAILABLE,DALLAS,TX,75202,DALLAS,116475,21070,32.78485,-96.80259,HTTPS://WWW.TENETHEALTH.COM/,-192
351,DEAN FOODS,2711 NORTH HASKELL AVENUE,NOT AVAILABLE,DALLAS,TX,75204,DALLAS,17000,7710,32.80555,-96.79212,HTTP://WWW.DEANFOODS.COM/,119.9
79,ENERGY TRANSFER EQUITY,8111 WESTCHESTER DRIVE,NOT AVAILABLE,DALLAS,TX,75225,DALLAS,30992,37504,32.861433,-96.807209,HTTPS://WWW.ENERGYTRANSFER.COM/OVERVIEW_ETE.ASPX,995
138,SOUTHWEST AIRLINES,2702 LOVE FIELD DRIVE,NOT AVAILABLE,DALLAS,TX,75235,DALLAS,53536,20425,32.84607,-96.86395,HTTPS://WWW.SOUTHWEST.COM/,2244
206,TEXAS INSTRUMENTS,12500 TI BOULEVARD,NOT AVAILABLE,DALLAS,TX,75243,DALLAS,29865,13370,32.91043,-96.75812,HTTP://WWW.TI.COM/,3595
315,AMERICAN FAMILY INSURANCE GROUP,6000 AMERICAN PARKWAY,NOT AVAILABLE,MADISON,WI,53783,DANE,10471,8829,43.1549,-89.28863,HTTPS://WWW.AMFAM.COM/,325.6
369,HERSHEY,100 CRYSTAL A DRIVE,NOT AVAILABLE,HERSHEY,PA,17033,DAUPHIN,17140,7440,40.30256,-76.64913,HTTPS://WWW.HERSHEYS.COM/EN_US/HOME.HTML,720
128,DOLLAR GENERAL,100 MISSION RIDGE,NOT AVAILABLE,GOODLETTSVILLE,TN,37072,DAVIDSON,121000,21987,36.30908,-86.6993,HTTPS://WWW.DOLLARGENERAL.COM/,1251.1
63,HCA HOLDINGS,1 PARK PLAZA,NOT AVAILABLE,NASHVILLE,TN,37203,DAVIDSON,210500,44747,36.15317,-86.81451,HTTPS://HCAHEALTHCARE.COM/,2890
489,AIRGAS,259 NORTH RADNOR-CHESTER ROAD,NOT AVAILABLE,RADNOR,PA,19087,DELAWARE,17000,5314,40.04169,-75.35803,HTTP://WWW.AIRGAS.COM/,337.5
11,AMERISOURCEBERGEN,1300 MORRIS DRIVE,NOT AVAILABLE,CHESTERBROOK,PA,19087,DELAWARE,18500,146850,40.0692,-75.46781,HTTPS://WWW.AMERISOURCEBERGEN.COM/ABCNEW/,1427.9
207,LINCOLN NATIONAL,150 NORTH RADNOR CHESTER ROAD,NOT AVAILABLE,RADNOR,PA,19087,DELAWARE,9057,13330,40.04054,-75.36449,HTTPS://WWW.LFG.COM/PUBLIC/INDIVIDUAL,1192
181,DAVITA HEALTHCARE PARTNERS,2000 16TH STREET,NOT AVAILABLE,DENVER,CO,80202,DENVER,70300,15197,39.75385,-105.00405,HTTPS://WWW.DAVITA.COM/,879.9
20,FANNIE MAE,3900 WISCONSIN AVENUE NW,NOT AVAILABLE,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,7000,107162,38.94045,-77.07715,HTTP://WWW.FANNIEMAE.COM/PORTAL/INDEX.HTML,12313
144,DANAHER,2200 PENNSYLVANIA AVENUE NW,NOT AVAILABLE,WASHINGTON,DC,20037,DISTRICT OF COLUMBIA,62000,19912,38.90158,-77.04905,HTTP://WWW.DANAHER.COM/,2553.7
197,CONAGRA FOODS,1 CONAGRA DRIVE,NOT AVAILABLE,OMAHA,NE,68102,DOUGLAS,20900,14134,41.2563,-95.92733,HTTP://WWW.CONAGRABRANDS.COM/,-677
2,BERKSHIRE HATHAWAY,3555 FARNAM STREET,1440 KIEWIT PLAZA,OMAHA,NE,68131,DOUGLAS,367700,223604,41.25721,-95.96556,HTTP://WWW.BERKSHIREHATHAWAY.COM/,24074
143,UNION PACIFIC,1400 DOUGLAS STREET,NOT AVAILABLE,OMAHA,NE,68179,DOUGLAS,42919,19941,41.25917,-95.93518,HTTPS://WWW.UP.COM/INDEX.HTM,4233
462,ARTHUR J. GALLAGHER,2 PIERCE PLACE,NOT AVAILABLE,ITASCA,IL,60143,DUPAGE,24790,5595,41.98806,-88.01484,HTTPS://WWW.AJG.COM/,414.4
338,UNIVAR,3075 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,DUPAGE,8700,8074,41.8323,-88.00463,HTTP://WWW.UNIVAR.COM/US,-68.4
392,DOVER,3005 HIGHLAND PARKWAY,NOT AVAILABLE,DOWNERS GROVE,IL,60515,DUPAGE,29000,6794,41.83254,-88.00745,HTTPS://WWW.DOVERCORPORATION.COM/,508.9
112,MCDONALD'S,1 MCDONALD'S PLAZA,NOT AVAILABLE,OAK BROOK,IL,60523,DUPAGE,375000,24622,41.84894,-87.94548,HTTPS://WWW.MCDONALDS.COM/US/EN-US.HTML,4686.5
427,TREEHOUSE FOODS,2021 SPRING ROAD,SUITE 600,OAK BROOK,IL,60523,DUPAGE,16027,6175,41.84962,-87.94812,HTTP://WWW.TREEHOUSEFOODS.COM/,-228.6
337,NAVISTAR INTERNATIONAL,2701 NAVISTAR DRIVE,NOT AVAILABLE,LISLE,IL,60532,DUPAGE,11300,8111,41.81126,-88.10736,HTTP://WWW.NAVISTAR.COM/NAVISTAR/,-97
390,QUINTILES TRANSNATIONAL HOLDINGS,4820 EMPEROR BOULEVARD,NOT AVAILABLE,DURHAM,NC,27703,DURHAM,50000,6878,35.88038,-78.84023,HTTPS://WWW.IQVIA.COM/,115
257,CSX,500 WATER STREET,15TH FLOOR,JACKSONVILLE,FL,32202,DUVAL,26628,11069,30.32474,-81.66411,HTTPS://WWW.CSX.COM/,1714
293,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,FL,32204,DUVAL,55219,9554,30.31897,-81.67456,HTTP://WWW.FNF.COM/,650
301,FIDELITY NATIONAL INFORMATION SERVICES,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,FL,32204,DUVAL,55000,9241,30.31897,-81.67456,HTTPS://WWW.FISGLOBAL.COM/,568
398,AUTO-OWNERS INSURANCE,6101 ANACAPRI BOULEVARD,NOT AVAILABLE,LANSING,MI,48917,EATON,4737,6775,42.72472,-84.64068,HTTPS://WWW.AUTO-OWNERS.COM/,706.3
349,WESTERN REFINING,123 WEST MILLS AVENUE,SUITE 200,EL PASO,TX,79901,EL PASO,7134,7743,31.75895,-106.48934,HTTP://WWW.ANDEAVOR.COM/,124.9
455,M&T BANK CORP.,1 M&T PLAZA,NOT AVAILABLE,BUFFALO,NY,14203,ERIE,16487,5722,42.88876,-78.87331,HTTPS://WWW.MTB.COM/HOME-PAGE,1315.1
382,ERIE INSURANCE GROUP,100 ERIE INSURANCE PLACE,NOT AVAILABLE,ERIE,PA,16530,ERIE,4988,7016,42.13031,-80.084,HTTPS://WWW.ERIEINSURANCE.COM/,741.9
240,ADP,1 ADP BOULEVARD,NOT AVAILABLE,ROSELAND,NJ,7068,ESSEX,57000,11668,40.81623,-74.30939,HTTPS://WWW.ADP.COM/,1492.5
48,PRUDENTIAL FINANCIAL,751 BROAD STREET,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,49739,58779,40.73666,-74.17158,HTTPS://WWW.PRUDENTIAL.COM/,4368
308,PUBLIC SERVICE ENTERPRISE GROUP,80 PARK PLAZA,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,13065,9061,40.7379,-74.16963,HTTPS://WWW.PSEG.COM/,887
446,NVR,11700 PLAZA AMERICAN DRIVE,SUITE 500,RESTON,VA,20190,FAIRFAX,4900,5835,38.95224,-77.34999,HTTP://WWW.NVRINC.COM/,425.3
