RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,WEBSITE,PROFIT
381,LEIDOS HOLDINGS,11951 FREEDOM DRIVE,NOT AVAILABLE,RESTON,VA,20190,FAIRFAX,32000,7043,38.95909,-77.35907,HTTPS://WWW.LEIDOS.COM/,244
379,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,59000,7106,38.923544,-77.220295,HTTP://WWW.DXC.TECHNOLOGY/,251
90,GENERAL DYNAMICS,2941 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,VA,22042,FAIRFAX,98800,31353,38.86895,-77.21468,HTTPS://WWW.GD.COM/,2955
114,NORTHROP GRUMMAN,2980 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,VA,22042,FAIRFAX,67000,24508,38.86758,-77.21551,HTTP://WWW.NORTHROPGRUMMAN.COM/PAGES/DEFAULT.ASPX,2200
443,ADOBE SYSTEMS,7930 JONES BRANCH DRIVE,SUITE 510,MCLEAN,VA,22102,FAIRFAX,15706,5854,38.92871,-77.21557,HTTPS://WWW.ADOBE.COM/,1168.8
481,BOOZ ALLEN HAMILTON HOLDING,8283 GREENSBORO DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,22600,5406,38.92229,-77.23179,HTTPS://WWW.BOOZALLEN.COM/,294.1
100,CAPITAL ONE FINANCIAL,1680 CAPITAL ONE DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,47300,27519,38.92432,-77.21334,HTTPS://WWW.CAPITALONE.COM/,3751
39,FREDDIE MAC,8200 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,5982,65665,38.93286,-77.22706,HTTP://WWW.FREDDIEMAC.COM/,7815
241,HILTON WORLDWIDE HOLDINGS,7930 JONES BRANCH DRIVE,NOT AVAILABLE,MCLEAN,VA,22102,FAIRFAX,169000,11663,38.92871,-77.21557,HTTPS://WWW.HILTON.COM/EN/CORPORATE/,348
275,PRAXAIR,39 OLD RIDGEBURY ROAD,NOT AVAILABLE,DANBURY,CT,6810,FAIRFIELD,26498,10534,41.38683,-73.53267,HTTP://WWW.PRAXAIR.COM/,1500
13,GENERAL ELECTRIC,3135 EASTON TURNPIKE,NOT AVAILABLE,FAIRFIELD,CT,6828,FAIRFIELD,295000,126661,41.21922,-73.25309,HTTPS://WWW.GE.COM/,8831
354,W.R. BERKLEY,475 STEAMBOAT ROAD,NOT AVAILABLE,GREENWICH,CT,6830,FAIRFIELD,7608,7654,41.01869,-73.62254,HTTPS://WWW.WRBERKLEY.COM/,601.9
191,XPO LOGISTICS,5 GREENWICH OFFICE PARK,NOT AVAILABLE,GREENWICH,CT,6831,FAIRFIELD,87000,14619,41.01936,-73.64796,HTTPS://WWW.XPO.COM/,69
162,XEROX,45 GLOVER AVENUE,NOT AVAILABLE,NORWALK,CT,6850,FAIRFIELD,133600,17126,41.14499,-73.42985,HTTPS://WWW.XEROX.COM/,-477
360,EMCOR GROUP,301 MERRITT SEVEN,NOT AVAILABLE,NORWALK,CT,6851,FAIRFIELD,31000,7552,41.14935,-73.42656,HTTPS://EMCORGROUP.COM/,181.9
313,FRONTIER COMMUNICATIONS,401 MERRITT 7,NOT AVAILABLE,NORWALK,CT,6851,FAIRFIELD,28332,8896,41.14844,-73.42684,HTTPS://FRONTIER.COM/,-373
268,PRICELINE GROUP,800 CONNECTICUT AVENUE,3W01,NORWALK,CT,6854,FAIRFIELD,18500,10743,41.09313,-73.45417,HTTPS://WWW.BOOKINGHOLDINGS.COM/,2135
445,TEREX,200 NYALA FARM ROAD,NOT AVAILABLE,WESTPORT,CT,6880,FAIRFIELD,18100,5841,41.12544,-73.33089,HTTPS://WWW.TEREX.COM/,-176.1
96,CHARTER COMMUNICATIONS,400 ATLANTIC STREET,SUITE 1500,STAMFORD,CT,6901,FAIRFIELD,91500,29003,41.04985,-73.5389,HTTP://IR.CHARTER.COM/PHOENIX.ZHTML?C=112298&P=IROL-IRHOME,3522
386,HARMAN INTERNATIONAL INDUSTRIES,400 ATLANTIC STREET,NOT AVAILABLE,STAMFORD,CT,6901,FAIRFIELD,26000,6912,41.04985,-73.5389,HTTPS://WWW.HARMAN.COM/,361.7
185,SYNCHRONY FINANCIAL,777 LONG RIDGE ROAD,NOT AVAILABLE,STAMFORD,CT,6902,FAIRFIELD,15000,15122,41.09674,-73.56197,HTTPS://WWW.SYNCHRONY.COM/,2251
452,UNITED RENTALS,100 FIRST STAMFORD PLACE,SUITE 700,STAMFORD,CT,6902,FAIRFIELD,12500,5762,41.04426,-73.54979,HTTPS://WWW.UNITEDRENTALS.COM/,566
245,BB&T CORP.,200 WEST 2ND STREET,NOT AVAILABLE,WINSTON-SALEM,NC,27101,FORSYTH,37500,11538,36.09576,-80.24518,HTTPS://WWW.BBT.COM/,2426
223,REYNOLDS AMERICAN,401 NORTH MAIN STREET,NOT AVAILABLE,WINSTON-SALEM,NC,27101,FORSYTH,5525,12503,36.09949,-80.24373,HTTP://WWW.REYNOLDSAMERICAN.COM/HOME/DEFAULT.ASPX,6073
432,HANESBRANDS,1000 EAST HANES MILL ROAD,NOT AVAILABLE,WINSTON-SALEM,NC,27105,FORSYTH,67800,6063,36.18974,-80.26355,HTTPS://WWW.HANES.COM/CORPORATE,539.4
495,BIG LOTS,300 PHILLIPI ROAD,NOT AVAILABLE,COLUMBUS,OH,43228,FRANKLIN,23150,5200,39.95917,-83.10936,HTTP://WWW.BIGLOTS.COM/,152.8
15,CARDINAL HEALTH,7000 CARDINAL PLACE,NOT AVAILABLE,DUBLIN,OH,43017,FRANKLIN,37300,121546,40.10899,-83.12077,HTTPS://WWW.CARDINALHEALTH.COM/EN.HTML,1427
167,AMERICAN ELECTRIC POWER,1 RIVERSIDE PLAZA,NOT AVAILABLE,COLUMBUS,OH,43215,FRANKLIN,17634,16380,39.96514,-83.00596,HTTPS://WWW.AEP.COM/,610.9
68,NATIONWIDE,1 NATIONWIDE BOULEVARD,NOT AVAILABLE,COLUMBUS,OH,43215,FRANKLIN,34320,40074,39.96857,-83.00345,HTTPS://WWW.NATIONWIDE.COM/,334.3
220,L BRANDS,3 LIMITED PARKWAY,NOT AVAILABLE,COLUMBUS,OH,43230,FRANKLIN,59100,12574,40.05448,-82.89613,HTTPS://WWW.LB.COM/,1158.1
331,VERITIV,1000 ABERNATHY ROAD,SUITE 1700,ATLANTA,GA,30328,FULTON,8700,8327,33.93467,-84.3547,HTTPS://WWW.VERITIVCORP.COM/,21
410,ASBURY AUTOMOTIVE GROUP,2905 PREMIERE PARKWAY NW,NOT AVAILABLE,DULUTH,GA,30097,FULTON,7900,6528,34.00499,-84.09278,HTTPS://WWW.ASBURYAUTO.COM/,167.2
145,SOUTHERN,30 IVAN ALLEN JR. BOULEVARD NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,32015,19896,33.76434,-84.38826,HTTPS://WWW.SOUTHERNCOMPANY.COM,2448
303,SUNTRUST BANKS,303 PEACHTREE STREET NE,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,24375,9161,33.76286,-84.38652,HTTPS://WWW.SUNTRUST.COM/,1878
64,COCA-COLA,1 COCA-COLA PLAZA,NOT AVAILABLE,ATLANTA,GA,30313,FULTON,100300,41863,33.77128,-84.39629,HTTP://WWW.COCA-COLA.COM/GLOBAL/,6527
437,INTERCONTINENTAL EXCHANGE,5660 NEW NORTHSIDE DRIVE NW,FLOOR 3,ATLANTA,GA,30328,FULTON,5631,5958,33.90902,-84.43108,HTTPS://WWW.INTERCONTINENTALEXCHANGE.COM/INDEX,1422
208,NEWELL BRANDS,221 RIVER STREET,NOT AVAILABLE,HOBOKEN,NJ,7030,HUDSON,53400,13264,40.738661,-74.027717,HTTPS://WWW.NEWELLBRANDS.COM/,527.8
46,UPS,55 GLENLAKE PARKWAY NE,NOT AVAILABLE,ATLANTA,GA,30328,FULTON,335520,60906,33.94199,-84.36142,HTTPS://WWW.UPS.COM/US/EN/GLOBAL.PAGE,3431
242,FIRST DATA,5565 GLENRIDGE CONNECTOR NE,NOT AVAILABLE,ATLANTA,GA,30342,FULTON,24000,11584,33.90543,-84.36033,HTTPS://WWW.FIRSTDATA.COM/EN_US/HOME.HTML,420
71,DELTA AIR LINES,1030 DELTA BOULEVARD,NOT AVAILABLE,ATLANTA,GA,30354,FULTON,83756,39639,33.6564,-84.42315,HTTPS://WWW.DELTA.COM,4373
174,CARMAX,12800 TUCKAHOE CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,GOOCHLAND,22429,15833,37.63877,-77.67067,HTTPS://WWW.CARMAX.COM/,623.4
311,MOHAWK INDUSTRIES,160 SOUTH INDUSTRIAL BOULEVARD,NOT AVAILABLE,CALHOUN,GA,30701,GORDON,37800,8959,34.47421,-84.93784,HTTPS://MOHAWKIND.COM/,930.4
323,O'REILLY AUTOMOTIVE,233 SOUTH PATTERSON AVENUE,NOT AVAILABLE,SPRINGFIELD,MO,65802,GREENE,58397,8593,37.20792,-93.24937,HTTPS://MOHAWKIND.COM/,1037.7
230,VF,105 CORPORATE CENTER BOULEVARD,NOT AVAILABLE,GREENSBORO,NC,27408,GUILFORD,69000,12207,36.12171,-79.79907,HTTPS://WWW.VFC.COM/,1074.1
190,WESTROCK,504 THRASHER STREET,NOT AVAILABLE,NORCROSS,GA,30071,GWINNETT,39000,14706,33.93671,-84.22019,HTTPS://WWW.WESTROCK.COM/EN,-396.3
370,AGCO,4205 RIVER GREEN PARKWAY,NOT AVAILABLE,DULUTH,GA,30096,GWINNETT,19795,7411,34.01785,-84.16473,HTTP://WWW.AGCOCORP.COM/,160.1
409,NCR,864 SPRING STREET NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,33500,6543,33.779256,-84.389521,HTTPS://WWW.NCR.COM/,270
258,UNUM GROUP,1 FOUNTAIN SQUARE,NOT AVAILABLE,CHATTANOOGA,TN,37402,HAMILTON,9400,11047,35.04977,-85.30727,HTTPS://WWW.UNUM.COM/,931.4
411,AMERICAN FINANCIAL GROUP,301 EAST 4TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,7600,6498,39.10012,-84.50718,HTTPS://WWW.AFGINC.COM/INDEX,649
18,KROGER,1014 VINE STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,443000,115337,39.10673,-84.51422,HTTPS://WWW.KROGER.COM/,1975
110,MACY'S,7 WEST 7TH STREET,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,148300,25778,39.10325,-84.51413,HTTPS://WWW.MACYS.COM/,619
483,WESTERN & SOUTHERN FINANCIAL GROUP,400 BROADWAY,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,2178,5398,39.10113,-84.50607,HTTPS://WWW.WESTERNSOUTHERN.COM/,241.2
389,FIFTH THIRD BANCORP,38 FOUNTAIN SQUARE PLAZA,NOT AVAILABLE,CINCINNATI,OH,45263,HAMILTON,17844,6889,39.10115,-84.51246,HTTPS://WWW.53.COM/CONTENT/FIFTH-THIRD/EN.HTML,1564
358,EVERSOURCE ENERGY,300 CADWELL DRIVE,NOT AVAILABLE,SPRINGFIELD,MA,1104,HAMPDEN,7762,7639,42.151263,-72.547416,HTTPS://WWW.EVERSOURCE.COM/CONTENT,942.3
77,MASSACHUSETTS MUTUAL LIFE INSURANCE,1295 STATE STREET,NOT AVAILABLE,SPRINGFIELD,MA,1111,HAMPDEN,11737,37788,42.11747,-72.5481,HTTPS://WWW.MASSMUTUAL.COM/,1273.5
51,MARATHON PETROLEUM,539 SOUTH MAIN STREET,NOT AVAILABLE,FINDLAY,OH,45840,HANCOCK,44460,55858,41.03602,-83.64974,HTTP://WWW.MARATHONPETROLEUM.COM/,1174
288,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,NOT AVAILABLE,MECHANICSVILLE,VA,23116,HANOVER,7900,9723,37.64496,-77.40796,HTTPS://WWW.OWENS-MINOR.COM/,108.8
400,CALPINE,717 TEXAS AVENUE,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,2372,6716,29.7614,-95.36438,HTTP://WWW.CALPINE.COM/,92
362,CENTERPOINT ENERGY,1111 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,7727,7528,29.75714,-95.368,HTTPS://WWW.CENTERPOINTENERGY.COM/EN-US/,432
122,ENTERPRISE PRODUCTS PARTNERS,1100 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,6800,23022,29.75765,-95.36883,HTTPS://WWW.ENTERPRISEPRODUCTS.COM/,2513.1
356,EOG RESOURCES,1111 BABGY STREET,LOBBY 2,HOUSTON,TX,77002,HARRIS,2650,7651,29.75867,-95.37054,HTTP://WWW.EOGRESOURCES.COM/,-1096.7
215,KINDER MORGAN,1001 LOUISIANA STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,11121,13058,29.75788,-95.36738,HTTPS://WWW.KINDERMORGAN.COM/,708
302,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,NOT AVAILABLE,NEWPORT BEACH,CA,92660,ORANGE,3628,9169,33.619382,-117.87727,HTTPS://WWW.PACIFICLIFE.COM/,824
141,PLAINS GP HOLDINGS,333 CLAY STREET,SUITE 1600,HOUSTON,TX,77002,HARRIS,5100,20182,29.75729,-95.37175,HTTP://IR.PAGP.COM/,94
402,TARGA RESOURCES,1000 LOUISIANA STREET,SUITE 4300,HOUSTON,TX,77002,HARRIS,1970,6691,29.75849,-95.3684,HTTP://WWW.TARGARESOURCES.COM/,-187.3
201,WASTE MANAGEMENT,1001 FANNIN STREET,NOT AVAILABLE,HOUSTON,TX,77002,HARRIS,41200,13609,29.75579,-95.36391,HTTPS://WWW.WM.COM/US,1182
285,BAKER HUGHES,2929 ALLEN PARKWAY,NOT AVAILABLE,HOUSTON,TX,77019,HARRIS,33000,9841,29.76129,-95.3959,HTTPS://WWW.BAKERHUGHES.COM/,-2738
261,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,NOT AVAILABLE,HOUSTON,TX,77024,HARRIS,13500,10888,29.77744,-95.54393,HTTPS://WWW.GROUP1AUTO.COM/,147.1
173,HALLIBURTON,3000 NORTH SAM HOUSTON PARKWAY EAST,NOT AVAILABLE,HOUSTON,TX,77032,HARRIS,50000,15887,29.9364,-95.34107,HTTP://WWW.HALLIBURTON.COM/EN-US/DEFAULT.PAGE,-5763
375,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,NOT AVAILABLE,HOUSTON,TX,77036,HARRIS,36384,7251,29.69082,-95.5543,HTTPS://WWW.NOV.COM/,-2412
34,PHILLIPS 66,2331 CITYWEST BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77042,HARRIS,14800,72396,29.740913,-95.560908,HTTP://WWW.PHILLIPS66.COM/,1555
488,APACHE,2000 POST OAK BOULEVARD,NOT AVAILABLE,HOUSTON,TX,77056,HARRIS,3727,5354,29.74464,-95.46266,HTTP://WWW.APACHECORP.COM/,-1405
355,QUANTA SERVICES,2800 POST OAK BOULEVARD,SUITE 2600,HOUSTON,TX,77056,HARRIS,28100,7651,29.73599,-95.46125,HTTP://WWW.QUANTASERVICES.COM/,198.4
57,SYSCO,1390 ENCLAVE PARKWAY,NOT AVAILABLE,HOUSTON,TX,77077,HARRIS,51900,50367,29.75826,-95.62004,HTTPS://WWW.SYSCO.COM/,949.6
115,CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD STREET,NOT AVAILABLE,HOUSTON,TX,77079,HARRIS,13300,24360,29.78758,-95.61758,HTTP://WWW.CONOCOPHILLIPS.COM/,-3615
70,CIGNA,900 COTTAGE GROVE ROAD,NOT AVAILABLE,BLOOMFIELD,CT,6002,HARTFORD,41000,39668,41.81703,-72.73874,HTTPS://WWW.CIGNA.COM/,1867
250,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,NOT AVAILABLE,NEW BRITAIN,CT,6053,HARTFORD,54023,11407,41.69301,-72.80698,HTTP://WWW.STANLEYBLACKANDDECKER.COM/,965.3
50,UNITED TECHNOLOGIES,10 FARM SPRINGS ROAD,NOT AVAILABLE,FARMINGTON,CT,6032,HARTFORD,201600,57244,41.708447,-72.803224,HTTP://WWW.UTC.COM/PAGES/HOME.ASPX,5055
153,HARTFORD FINANCIAL SERVICES GROUP,1 HARTFORD PLAZA,NOT AVAILABLE,HARTFORD,CT,6155,HARTFORD,16900,18300,41.77241,-72.68879,HTTPS://WWW.THEHARTFORD.COM/BUSINESS-INSURANCE/FINANCIAL-SERVICES,896
43,AETNA,151 FARMINGTON AVENUE,NOT AVAILABLE,HARTFORD,CT,6156,HARTFORD,49500,63155,41.76776,-72.69221,HTTPS://WWW.AETNA.COM/,2271
6,UNITEDHEALTH GROUP,9900 BREN ROAD EAST,NOT AVAILABLE,MINNETONKA,MN,55343,HENNEPIN,230000,184840,44.89756,-93.40318,HTTP://WWW.UNITEDHEALTHGROUP.COM/,7017
158,SUPERVALU,7075 FLYING CLOUD DRIVE,NOT AVAILABLE,EDEN PRAIRIE,MN,55344,HENNEPIN,38000,17529,44.875,-93.41186,HTTPS://WWW.SUPERVALU.COM/,178
212,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,NOT AVAILABLE,EDEN PRAIRIE,MN,55347,HENNEPIN,14125,13144,44.82112,-93.46055,HTTPS://WWW.CHROBINSON.COM/EN-US/,513.4
256,XCEL ENERGY,414 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55401,HENNEPIN,11476,11107,44.97975,-93.27008,HTTPS://WWW.XCELENERGY.COM/STATESELECTOR?STATESELECTED=TRUE&GOTO=%2F,1123.4
125,U.S. BANCORP,800 NICOLLET MALL,SUITE 1500,MINNEAPOLIS,MN,55402,HENNEPIN,71191,22744,44.97559,-93.27387,HTTPS://WWW.USBANK.COM/INDEX.HTML,5888
38,TARGET,1000 NICOLLET MALL,NOT AVAILABLE,MINNEAPOLIS,MN,55403,HENNEPIN,323000,69495,44.97396,-93.27563,HTTPS://WWW.TARGET.COM/,2737
316,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,NOT AVAILABLE,MINNEAPOLIS,MN,55415,HENNEPIN,3282,8777,44.97476,-93.26568,HTTPS://WWW.THRIVENT.COM/,587.8
72,BEST BUY,7601 PENN AVENUE SOUTH,NOT AVAILABLE,RICHFIELD,MN,55423,HENNEPIN,125000,39403,44.86392,-93.30542,HTTPS://WWW.BESTBUY.COM/,1228
165,GENERAL MILLS,1 GENERAL MILLS BOULEVARD,NOT AVAILABLE,MINNEAPOLIS,MN,55426,HENNEPIN,39000,16563,44.977,-93.39559,HTTPS://WWW.GENERALMILLS.COM/,1697.4
377,MOSAIC,3033 CAMPUS DRIVE,SUITE E490,PLYMOUTH,MN,55441,HENNEPIN,8700,7163,45.01507,-93.45487,HTTP://WWW.MOSAICCO.COM/,297.8
460,MARKEL,4521 HIGHWOODS PARKWAY,NOT AVAILABLE,GLEN ALLEN,VA,23060,HENRICO,10900,5612,37.66219,-77.57726,HTTP://WWW.MARKELCORP.COM/,455.7
171,PERFORMANCE FOOD GROUP,12500 WEST CREEK PARKWAY,NOT AVAILABLE,RICHMOND,VA,23238,HENRICO,13000,16105,37.60589,-77.64471,HTTP://WWW.PFGC.COM/,68.3
148,ALTRIA GROUP,6601 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,8300,19337,37.60024,-77.51729,HTTP://WWW.ALTRIA.COM/PAGES/DEFAULT.ASPX,14239
329,GENWORTH FINANCIAL,6620 WEST BROAD STREET,NOT AVAILABLE,RICHMOND,VA,23230,HENRICO,3400,8369,37.60245,-77.51499,HTTPS://WWW.GENWORTH.COM/,-277
195,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,NOT AVAILABLE,TAMPA,FL,33634,HILLSBOROUGH,7400,14237,28.03336,-82.54968,HTTPS://WWW.WELLCARE.COM/EN/DISTRICT-OF-COLUMBIA,242.1
69,MERCK,2000 GALLOPING HILL ROAD,NOT AVAILABLE,KENILWORTH,NJ,7033,UNION,68000,39807,40.677334,-74.272687,HTTP://WWW.MERCK.COM/INDEX.HTML,3920
40,LOWE'S,1000 LOWE'S BOULEVARD,NOT AVAILABLE,MOORESVILLE,NC,28117,IREDELL,240000,65017,35.54119,-80.85421,HTTPS://WWW.LOWES.COM/,3093
419,CMS ENERGY,1 ENERGY PLAZA,NOT AVAILABLE,JACKSON,MI,49201,JACKSON,7750,6399,42.2466,-84.40253,HTTPS://WWW.CMSENERGY.COM/HOME/DEFAULT.ASPX,551
318,LITHIA MOTORS,150 NORTH BARTLETT STREET,NOT AVAILABLE,MEDFORD,OR,97501,JACKSON,11170,8678,42.32845,-122.87228,HTTPS://WWW.LITHIAMOTORS.COM/,197.1
436,REGIONS FINANCIAL,1900 5TH AVENUE NORTH,NOT AVAILABLE,BIRMINGHAM,AL,35203,JEFFERSON,22166,5967,33.51806,-86.80907,HTTP://IR.REGIONS.COM/,1163
53,HUMANA,500 WEST MAIN STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,51600,54379,38.25647,-85.75889,HTTPS://WWW.HUMANA.COM/,614
376,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,NOT AVAILABLE,LOUISVILLE,KY,40202,JEFFERSON,76650,7227,38.2466,-85.75849,HTTPS://WWW.KINDREDHEALTHCARE.COM/,-664.2
422,YUM BRANDS,1441 GARDINER LANE,NOT AVAILABLE,LOUISVILLE,KY,40213,JEFFERSON,90000,6366,38.19863,-85.6949,HTTP://WWW.YUM.COM/,1619
486,SEABOARD,9000 WEST 67TH STREET,NOT AVAILABLE,SHAWNEE MISSION,KS,66202,JOHNSON,11781,5379,39.00816,-94.69096,HTTPS://WWW.SEABOARDCORP.COM/,312
252,STRYKER,2825 AIRVIEW BOULEVARD,NOT AVAILABLE,KALAMAZOO,MI,49002,KALAMAZOO,33000,11325,42.24191,-85.55651,HTTPS://WWW.STRYKER.COM/US/EN/INDEX.HTML,1647
341,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98104,KING,10400,7902,47.600473,-122.332633,HTTPS://WWW.WEYERHAEUSER.COM/,1027
317,EXPEDIA,333 108TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,20075,8774,47.6134,-122.19701,HTTPS://WWW.EXPEDIA.COM/,281.8
164,PACCAR,777 106TH AVENUE NE,NOT AVAILABLE,BELLEVUE,WA,98004,KING,23000,17033,47.61655,-122.19966,HTTP://WWW.PACCAR.COM/,521.7
16,COSTCO,999 LAKE DRIVE,NOT AVAILABLE,ISSAQUAH,WA,98027,KING,172000,118719,47.54779,-122.05035,HTTPS://WWW.COSTCO.COM/,2350
28,MICROSOFT,1 MICROSOFT WAY,NOT AVAILABLE,REDMOND,WA,98052,KING,114000,85320,47.64005,-122.1298,HTTPS://WWW.MICROSOFT.COM/EN-US/,16798
188,NORDSTROM,1617 6TH AVENUE,NOT AVAILABLE,SEATTLE,WA,98101,KING,72500,14757,47.61242,-122.33591,HTTPS://SHOP.NORDSTROM.COM/,354
429,EXPEDITORS INTERNATIONAL OF WASHINGTON,1015 3RD AVENUE,NOT AVAILABLE,SEATTLE,WA,98104,KING,16000,6098,47.60578,-122.33459,HTTPS://WWW.EXPEDITORS.COM/,430.8
12,AMAZON.COM,410 TERRY AVENUE NORTH,NOT AVAILABLE,SEATTLE,WA,98109,KING,341400,135987,47.62226,-122.33676,HTTPS://WWW.AMAZON.COM/,2371
131,STARBUCKS,2401 UTAH AVENUE SOUTH,NOT AVAILABLE,SEATTLE,WA,98134,KING,254000,21316,47.58181,-122.33534,HTTPS://WWW.STARBUCKS.COM/,2817.7
438,ALASKA AIR GROUP,19300 INTERNATIONAL BOULEVARD,NOT AVAILABLE,SEATTLE,WA,98188,KING,19112,5931,47.42906,-122.29366,HTTPS://WWW.ALASKAAIR.COM/,814
500,ABM INDUSTRIES,551 5TH AVENUE,SUITE 300,NEW YORK,NY,10176,KINGS,110000,5145,40.75559,-73.97913,HTTPS://WWW.ABM.COM/,57.2
352,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,NOT AVAILABLE,WARSAW,IN,46580,KOSCIUSKO,18500,7684,41.23959,-85.85409,HTTPS://WWW.ZIMMERBIOMET.COM/,305.9
295,HORMEL FOODS,1 HORMEL PLACE,NOT AVAILABLE,AUSTIN,MN,55912,LAKE,21100,9523,43.67467,-92.97162,HTTPS://WWW.HORMELFOODS.COM/,890.1
281,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,48000,10163,42.1599,-87.88061,HTTPS://WWW.BAXTER.COM/,4965
277,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,NOT AVAILABLE,RIVERWOODS,IL,60015,LAKE,15549,10497,42.15495,-87.88834,HTTPS://WWW.DISCOVER.COM/,2393
487,ESSENDANT,1 PARKWAY NORTH BOULEVARD,SUITE 100,DEERFIELD,IL,60015,LAKE,6600,5369,42.16412,-87.87666,HTTPS://WWW.ESSENDANT.COM/,63.9
109,MONDELEZ INTERNATIONAL,3 PARKWAY NORTH,SUITE 300,DEERFIELD,IL,60015,LAKE,90000,25923,42.16287,-87.87935,HTTPS://WWW.MONDELEZINTERNATIONAL.COM/,1659
17,WALGREENS BOOTS ALLIANCE,108 WILMOT ROAD,NOT AVAILABLE,DEERFIELD,IL,60015,LAKE,300000,117351,42.1552,-87.86746,HTTP://WWW.WALGREENSBOOTSALLIANCE.COM/,4173
450,PACKAGING CORP. OF AMERICA,1955 WEST FIELD COURT,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,14000,5779,42.24325,-87.89465,HTTPS://WWW.PACKAGINGCORP.COM/,449.6
322,TENNECO,500 NORTH FIELD DRIVE,NOT AVAILABLE,LAKE FOREST,IL,60045,LAKE,31000,8599,42.24862,-87.89968,HTTP://WWW.TENNECO.COM/,363
