RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,WEBSITE,PROFIT
464,FIRST AMERICAN FINANCIAL,1 1ST AMERICAN WAY,NOT AVAILABLE,SANTA ANA,CA,92707,ORANGE,19531,5576,33.7022,-117.85977,HTTP://WWW.FIRSTAM.COM/,343
385,DARDEN RESTAURANTS,1000 DARDEN CENTER DRIVE,NOT AVAILABLE,ORLANDO,FL,32837,ORANGE,150942,6934,28.41777,-81.42347,HTTPS://WWW.DARDEN.COM/,375
217,WESTERN DIGITAL,3355 MICHAELSON DRIVE,SUITE 100,IRVINE,CA,92612,ORANGE,72878,12994,33.6705,-117.84007,HTTPS://WWW.WDC.COM/,242
160,CENTURYLINK,100 CENTURYLINK DRIVE,NOT AVAILABLE,MONROE,LA,71203,OUACHITA,40000,17470,32.58997,-92.06862,HTTPS://WWW.CENTURYLINK.COM/,626
170,NEXTERA ENERGY,700 UNIVERSE BOULEVARD,NOT AVAILABLE,JUNO BEACH,FL,33408,PALM BEACH,14700,16155,26.85979,-80.05985,HTTP://WWW.NEXTERAENERGY.COM/,2912
203,OFFICE DEPOT,6600 NORTH MILITARY TRAIL,NOT AVAILABLE,BOCA RATON,FL,33496,PALM BEACH,38000,13585,26.40427,-80.12051,HTTPS://WWW.OFFICEDEPOT.COM/,529
244,"TOYS ""R"" US",1 GEOFFREY WAY,NOT AVAILABLE,WAYNE,NJ,7470,PASSAIC,64000,11540,40.98003,-74.25564,HTTPS://WWW.TOYSRUS.COM/,-36
74,CATERPILLAR,100 NE ADAMS STREET,NOT AVAILABLE,PEORIA,IL,61629,PEORIA,95400,38537,40.69173,-89.58841,HTTPS://WWW.CATERPILLAR.COM/EN.HTML,-67
395,A-MARK PRECIOUS METALS,1101 MARKET STREET,NOT AVAILABLE,PHILADELPHIA,PA,19107,PHILADELPHIA,83000,6784,39.95213,-75.15845,HTTPS://WWW.AMARK.COM/,9.3
192,ARAMARK,1101 MARKET STREET,NOT AVAILABLE,PHILADELPHIA,PA,19107,PHILADELPHIA,217250,14416,39.95213,-75.15845,HTTPS://WWW.ARAMARK.COM/,287.8
333,CROWN HOLDINGS,1 CROWN WAY,NOT AVAILABLE,PHILADELPHIA,PA,19154,PHILADELPHIA,23992,8284,40.11188,-74.99049,HTTPS://WWW.CROWNCORK.COM/,496
469,RAYMOND JAMES FINANCIAL,880 CARILLON PARKWAY,NOT AVAILABLE,SAINT PETERSBURG,FL,33716,PINELLAS,11900,5520,27.88649,-82.66717,HTTPS://WWW.RAYMONDJAMES.COM/,529.4
152,JABIL CIRCUIT,10560 DR. MARTIN LUTHER KING,NOT AVAILABLE,SAINT PETERSBURG,FL,33716,PINELLAS,138000,18353,27.86769,-82.64715,HTTPS://WWW.JABIL.COM/,254.1
107,TECH DATA,5350 TECH DATA DRIVE,BUILDING A,CLEARWATER,FL,33760,PINELLAS,9500,26235,27.9175,-82.70783,HTTPS://WWW.TECHDATA.COM/,195.1
85,PUBLIX SUPER MARKETS,3300 PUBLIX CORPORATE PARKWAY,NOT AVAILABLE,LAKELAND,FL,33811,POLK,191000,34274,28.0023,-82.01313,HTTP://WWW.PUBLIX.COM/,2025.7
423,CASEY'S GENERAL STORES,1 SOUTHEAST CONVENIENCE BOULEVARD,NOT AVAILABLE,ANKENY,IA,50021,POLK,24724,6304,41.693711,-93.57317,HTTPS://WWW.CASEYS.COM/,226
227,PRINCIPAL FINANCIAL,711 HIGH STREET,NOT AVAILABLE,DES MOINES,IA,50392,POLK,14854,12394,41.58857,-93.62759,HTTPS://WWW.PRINCIPAL.COM/,1316.5
7,CVS HEALTH,1 CVS DRIVE,NOT AVAILABLE,WOONSOCKET,RI,2895,PROVIDENCE,204000,177526,41.99339,-71.47789,HTTPS://CVSHEALTH.COM/,5317
451,CITIZENS FINANCIAL GROUP,1 CITIZENS PLAZA,NOT AVAILABLE,PROVIDENCE,RI,2903,PROVIDENCE,17600,5763,41.82884,-71.41286,HTTPS://WWW.CITIZENSBANK.COM/HOMEPAGE.ASPX,1045
200,TEXTRON,40 WESTMINSTER STREET,NOT AVAILABLE,PROVIDENCE,RI,2903,PROVIDENCE,36000,13788,41.82491,-71.40919,HTTPS://WWW.TEXTRON.COM/,962
325,UNITED NATURAL FOODS,313 IRON HORSE WAY,NOT AVAILABLE,PROVIDENCE,RI,2908,PROVIDENCE,9554,8470,41.8293,-71.43067,HTTPS://WWW.UNFI.COM/,125.8
417,DILLARD'S,1600 CANTRELL ROAD,NOT AVAILABLE,LITTLE ROCK,AR,72201,PULASKI,30800,6418,34.75402,-92.28755,HTTPS://WWW.DILLARDS.COM/,169.2
485,WINDSTREAM HOLDINGS,4001 RODNEY PARHAM ROAD,SUITE 101,LITTLE ROCK,AR,72212,PULASKI,11870,5387,34.78773,-92.39809,HTTP://INVESTOR.WINDSTREAM.COM/INVESTORS/INDEX.CFM,-383.5
403,JETBLUE AIRWAYS,27-01 QUEENS PLAZA NORTH,NOT AVAILABLE,LONG ISLAND CITY,NY,11101,QUEENS,15986,6632,40.75084,-73.93867,HTTPS://WWW.JETBLUE.COM/,759
471,FISERV,255 FISERV DRIVE,NOT AVAILABLE,BROOKFIELD,WI,53405,RACINE,23000,5505,43.03355,-88.14072,HTTPS://WWW.FISERV.COM/INDEX.ASPX,930
211,ECOLAB,370 WABAHA STREET NORTH,NOT AVAILABLE,SAINT PAUL,MN,55102,RAMSEY,47565,13153,44.94594,-93.09467,HTTPS://WWW.ECOLAB.COM/,1229.6
434,ST. JUDE MEDICAL,1 SAINT JUDE MEDICAL DRIVE,NOT AVAILABLE,SAINT PAUL,MN,55117,RAMSEY,18000,6004,45.01234,-93.10161,HTTPS://WWW.SJM.COM/EN,734
209,LAND O'LAKES,4001 LEXINGTON AVENUE NORTH,NOT AVAILABLE,ARDEN HILLS,MN,55126,RAMSEY,10000,13233,45.06354,-93.15133,HTTPS://WWW.LANDOLAKESINC.COM/,244.9
42,METLIFE,200 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10166,RICHMOND,58000,63476,40.75306,-73.97776,HTTPS://WWW.METLIFE.COM/,800
266,VOYA FINANCIAL,230 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10169,RICHMOND,6700,10782,40.75439,-73.9761,HTTPS://WWW.VOYA.COM/,-428
238,DOMINION RESOURCES,120 TREDEGAR STREET,NOT AVAILABLE,RICHMOND,VA,23219,RICHMOND,16200,11737,37.534,-77.45263,HTTPS://WWW.DOMINIONENERGY.COM/,2123
292,ADVANCE AUTO PARTS,5008 AIRPORT ROAD,NOT AVAILABLE,ROANOKE,VA,24012,ROANOKE,57500,9568,37.31775,-79.95839,HTTPS://SHOP.ADVANCEAUTOPARTS.COM/,459.6
105,DEERE,1 JOHN DEERE PLACE,NOT AVAILABLE,MOLINE,IL,61265,ROCK ISLAND,56767,26644,41.47632,-90.42457,HTTPS://WWW.DEERE.COM/EN/INDEX.HTML,1523.9
246,REINSURANCE GROUP OF AMERICA,16600 SWINGLEY RIDGE ROAD,NOT AVAILABLE,CHESTERFIELD,MO,63017,ST LOUIS,2371,11522,38.661306,-90.56653,HTTPS://WWW.RGARE.COM/,701.4
66,CENTENE,7700 FORSYTH BOULEVARD,NOT AVAILABLE,SAINT LOUIS,MO,63105,ST LOUIS,30500,40721,38.64954,-90.33465,HTTPS://WWW.CENTENE.COM/,562
420,GRAYBAR ELECTRIC,34 NORTH MERAMEC AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63105,ST LOUIS,8500,6385,38.65149,-90.33901,HTTPS://WWW.GRAYBAR.COM/STORE/EN/GB,93.1
467,OLIN,190 CARONDELET PLAZA,SUITE 1530,CLAYTON,MO,63105,ST LOUIS,6400,5551,38.64849,-90.33389,HTTPS://WWW.OLIN.COM/,-3.9
22,EXPRESS SCRIPTS HOLDING,1 EXPRESS WAY,NOT AVAILABLE,SAINT LOUIS,MO,63121,ST LOUIS,25600,100288,38.71851,-90.31114,HTTPS://WWW.EXPRESS-SCRIPTS.COM/#/,3404.4
404,JONES FINANCIAL,12555 MANCHESTER ROAD,NOT AVAILABLE,DES PERES,MO,63131,ST LOUIS,43000,6632,38.60453,-90.44781,HTTPS://WWW.EDWARDJONES.COM/INDEX.HTML,746
139,EMERSON ELECTRIC,8000 WEST FLORISSANT AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63136,ST LOUIS,103500,20268,38.73232,-90.28532,HTTP://WWW.EMERSON.COM/EN-US/,1635
204,MONSANTO,800 NORTH LINDBERGH BOULEVARD,NOT AVAILABLE,SAINT LOUIS,MO,63167,ST LOUIS,22450,13502,38.66933,-90.39977,HTTPS://MONSANTO.COM/,1336
431,AMEREN,1901 CHOUTEAU AVENUE,NOT AVAILABLE,SAINT LOUIS,MO,63103,ST LOUIS (CITY),8629,6076,38.6207,-90.21103,HTTPS://WWW.AMEREN.COM/,653
289,HUNTSMAN,500 HUNTSMAN WAY,NOT AVAILABLE,SALT LAKE CITY,UT,84108,SALT LAKE,15000,9657,40.75842,-111.81899,HTTP://WWW.HUNTSMAN.COM/CORPORATE/A/HOME,326
280,SEMPRA ENERGY,101 ASH STREET,NOT AVAILABLE,SAN DIEGO,CA,92101,SAN DIEGO,16575,10183,32.71931,-117.16342,HTTPS://WWW.SEMPRA.COM/,1370
119,QUALCOMM,5775 MOREHOUSE DRIVE,NOT AVAILABLE,SAN DIEGO,CA,92121,SAN DIEGO,30500,23554,32.89718,-117.19576,HTTPS://WWW.QUALCOMM.COM/,5705
5,MCKESSON,1 POST STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94104,SAN FRANCISCO,68000,192487,37.78877,-122.40257,HTTP://WWW.MCKESSON.COM/,2258
357,CHARLES SCHWAB,211 MAIN STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,16200,7644,37.79059,-122.3927,HTTPS://WWW.SCHWAB.COM/,1889
178,GAP,2 FOLSOM STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,135000,15516,37.79086,-122.39103,HTTPS://WWW.GAP.COM/,676
157,PG&E CORP.,77 BEALE STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94105,SAN FRANCISCO,24000,17666,37.79146,-122.39592,HTTP://WWW.PGECORP.COM/CORP/INDEX.PAGE,1393
326,SALESFORCE.COM,1 MARKET STREET,SUITE 300,SAN FRANCISCO,CA,94105,SAN FRANCISCO,25000,8392,37.79387,-122.39486,HTTPS://WWW.SALESFORCE.COM/,179.6
25,WELLS FARGO,420 MONTGOMERY STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94163,SAN FRANCISCO,269100,94176,37.7934,-122.4024,HTTPS://WWW.WELLSFARGO.COM/,21938
98,FACEBOOK,1601 WILLOW ROAD,NOT AVAILABLE,MENLO PARK,CA,94025,SAN MATEO,17048,27638,37.48229,-122.1504,HTTPS://WWW.FACEBOOK.COM/,10217
493,ROBERT HALF INTERNATIONAL,2884 SAND HILL ROAD,NOT AVAILABLE,MENLO PARK,CA,94025,SAN MATEO,16400,5250,37.42176,-122.21504,HTTPS://WWW.ROBERTHALF.COM/,343.4
81,ORACLE,500 ORACLE PARKWAY,NOT AVAILABLE,REDWOOD CITY,CA,94065,SAN MATEO,136000,37047,37.53073,-122.26245,HTTPS://WWW.ORACLE.COM/INDEX.HTML,8901
247,CORE-MARK HOLDING,395 OYSTER POINT BOULEVARD,SUITE 415,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,7688,11507,37.667391,-122.383003,HTTPS://WWW.CORE-MARK.COM/,54.2
405,FRANKLIN RESOURCES,1 FRANKLIN PARKWAY,NOT AVAILABLE,SAN MATEO,CA,94403,SAN MATEO,9059,6618,37.54322,-122.29206,HTTP://WWW.FRANKLINRESOURCES.COM/CORP/HOME,1726.7
92,GILEAD SCIENCES,333 LAKESIDE DRIVE,NOT AVAILABLE,FOSTER CITY,CA,94404,SAN MATEO,9000,30390,37.56714,-122.28188,HTTPS://WWW.GILEAD.COM/,13501
187,VISA,900 METRO CENTER BOULEVARD,NOT AVAILABLE,FOSTER CITY,CA,94404,SAN MATEO,14200,15082,37.5592,-122.27658,HTTPS://USA.VISA.COM/,5991
264,PAYPAL HOLDINGS,2211 NORTH 1ST STREET,NOT AVAILABLE,SAN JOSE,CA,95131,SANTA CLARA,18100,10842,37.37627,-121.92257,HTTPS://INVESTOR.PAYPAL-CORP.COM/,1401
27,ALPHABET,1600 AMPHITHEATRE PARKWAY,NOT AVAILABLE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,72053,90272,37.42202,-122.08432,HTTPS://ABC.XYZ/,19478
465,SYMANTEC,350 ELLIS STREET,NOT AVAILABLE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,11000,5568,37.39779,-122.05465,HTTPS://WWW.SYMANTEC.COM/,2488
468,NETAPP,495 EAST JAVA DRIVE,NOT AVAILABLE,SUNNYVALE,CA,94089,SANTA CLARA,12030,5546,37.41266,-122.01133,HTTPS://WWW.NETAPP.COM/US/INDEX.ASPX,229
498,YAHOO,701 1ST AVENUE,NOT AVAILABLE,SUNNYVALE,CA,94089,SANTA CLARA,8500,5169,37.4179,-122.0253,HTTPS://WWW.YAHOO.COM/,-214.3
59,HEWLETT PACKARD ENTERPRISE,3000 HANOVER STREET,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,195000,50123,37.41467,-122.14572,HTTPS://WWW.HPE.COM/US/EN/HOME.HTML,3161
61,HP,3000 HANOVER STREET,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,49000,48238,37.41467,-122.14572,HTTPS://WWW8.HP.COM/US/EN/HOME.HTML,2496
383,TESLA,3500 DEER CREEK ROAD,NOT AVAILABLE,PALO ALTO,CA,94304,SANTA CLARA,30025,7000,37.39455,-122.15025,HTTPS://WWW.TESLA.COM/,-674.9
3,APPLE,1 INFINITE LOOP,NOT AVAILABLE,CUPERTINO,CA,95014,SANTA CLARA,116000,215639,37.33177,-122.03042,HTTPS://WWW.APPLE.COM/,45687
314,NETFLIX,100 WINCHESTER CIRCLE,NOT AVAILABLE,LOS GATOS,CA,95032,SANTA CLARA,3850,8831,37.25958,-121.96263,HTTPS://WWW.NETFLIX.COM/,186.7
414,SANMINA,2700 NORTH 1ST STREET,NOT AVAILABLE,MILPITAS,CA,95035,SANTA CLARA,40178,6481,37.39015,-121.92934,HTTP://WWW.SANMINA.COM/,187.8
387,NVIDIA,2788 SAN TOMAS EXPRESSWAY,NOT AVAILABLE,SANTA CLARA,CA,95051,SANTA CLARA,10299,6910,37.37173,-121.96588,HTTP://WWW.NVIDIA.COM/CONTENT/GLOBAL/GLOBAL.PHP,1666
265,APPLIED MATERIALS,3050 BOWERS AVENUE,NOT AVAILABLE,SANTA CLARA,CA,95054,SANTA CLARA,16150,10825,37.37749,-121.9786,HTTP://WWW.APPLIEDMATERIALS.COM/,1721
47,INTEL,2200 MISSION COLLEGE BOULEVARD,NOT AVAILABLE,SANTA CLARA,CA,95054,SANTA CLARA,106000,59387,37.38851,-121.96375,HTTPS://WWW.INTEL.COM/CONTENT/WWW/US/EN/HOMEPAGE.HTML,10316
310,EBAY,2025 HAMILTON AVENUE,NOT AVAILABLE,SAN JOSE,CA,95125,SANTA CLARA,12600,8979,37.295143,-121.92611,HTTPS://WWW.EBAY.COM/,7266
60,CISCO SYSTEMS,170 WEST TASMAN DRIVE,NOT AVAILABLE,SAN JOSE,CA,95134,SANTA CLARA,73700,49247,37.40866,-121.9537,HTTPS://WWW.CISCO.COM/,10739
393,SPIRIT AEROSYSTEMS HOLDINGS,3801 SOUTH OLIVER STREET,NOT AVAILABLE,WICHITA,KS,67210,SEDGWICK,14400,6793,37.62239,-97.28386,HTTP://WWW.SPIRITAERO.COM/,469.7
270,AUTOZONE,123 SOUTH FRONT STREET,NOT AVAILABLE,MEMPHIS,TN,38103,SHELBY,66780,10636,35.14201,-90.05605,HTTPS://WWW.AUTOZONE.COM/,1241
58,FEDEX,942 SOUTH SHADY GROVE ROAD,NOT AVAILABLE,MEMPHIS,TN,38120,SHELBY,335767,50365,35.10565,-89.85831,HTTPS://WWW.FEDEX.COM/EN-US/HOME.HTML,1820
133,INTERNATIONAL PAPER,6400 POPLAR AVENUE,NOT AVAILABLE,MEMPHIS,TN,38197,SHELBY,55000,21079,35.10015,-89.84948,HTTP://WWW.INTERNATIONALPAPER.COM/,904
298,CORNING,1 RIVERFRONT PLAZA,NOT AVAILABLE,CORNING,NY,14831,STEUBEN,40700,9390,42.14462,-77.05759,HTTPS://WWW.CORNING.COM/WORLDWIDE/EN.HTML,3695
271,STATE STREET CORP.,1 LINCOLN STREET,NOT AVAILABLE,BOSTON,MA,2111,SUFFOLK,33783,10635,42.35306,-71.05899,HTTP://WWW.STATESTREET.COM/HOME.HTML,2143
449,AMERICAN TOWER,116 HUNTINGTON AVENUE,FLOOR 11,BOSTON,MA,2116,SUFFOLK,4507,5786,42.34652,-71.07977,HTTP://WWW.AMERICANTOWER.COM/CORPORATEUS/GLOBAL-COUNTRY-SELECTOR/INDEX.HTM,956.4
75,LIBERTY MUTUAL INSURANCE GROUP,175 BERKELEY STREET,NOT AVAILABLE,BOSTON,MA,2116,SUFFOLK,50000,38308,42.35006,-71.07208,HTTPS://WWW.LIBERTYMUTUAL.COM/,1006
309,EASTMAN CHEMICAL,200 SOUTH WILCOX DRIVE,NOT AVAILABLE,KINGSPORT,TN,37660,SULLIVAN,14000,9008,36.53579,-82.54941,HTTPS://WWW.EASTMAN.COM/PAGES/HOME.ASPX,854
196,FIRSTENERGY,76 SOUTH MAIN STREET,NOT AVAILABLE,AKRON,OH,44308,SUMMIT,15707,14156,41.083253,-81.518515,HTTPS://WWW.FIRSTENERGYCORP.COM/FEHOME.HTML,-6177
184,GOODYEAR TIRE & RUBBER,200 INNOVATION WAY,NOT AVAILABLE,AKRON,OH,44316,SUMMIT,66000,15158,41.05943,-81.47725,HTTPS://WWW.GOODYEAR.COM/,1264
321,GAMESTOP,625 WESTPORT PARKWAY,NOT AVAILABLE,GRAPEVINE,TX,76051,TARRANT,41750,8608,32.90274,-97.08751,HTTPS://WWW.GAMESTOP.COM/,353.2
232,D.R. HORTON,301 COMMERCE STREET,NOT AVAILABLE,FORT WORTH,TX,76102,TARRANT,6976,12157,32.75605,-97.33065,HTTP://WWW.DRHORTON.COM/,886.3
67,AMERICAN AIRLINES GROUP,4333 AMON CARTER BOULEVARD,NOT AVAILABLE,FORT WORTH,TX,76155,TARRANT,122300,40180,32.82564,-97.05058,HTTPS://WWW.AA.COM/HOMEPAGE.DO,2676
228,ARCONIC,1007 SOUTH HEATHERWILDE BOULEVARD,SUITE 700,AUSTIN,TX,78660,TRAVIS,41500,12394,30.43797,-97.64599,HTTPS://WWW.ARCONIC.COM/GLOBAL/EN/HOME.ASP,-941
176,WHOLE FOODS MARKET,550 BOWIE STREET,NOT AVAILABLE,AUSTIN,TX,78703,TRAVIS,73515,15724,30.27086,-97.75277,HTTPS://WWW.WHOLEFOODSMARKET.COM/,507
312,ONEOK,100 WEST 5TH STREET,NOT AVAILABLE,TULSA,OK,74103,TULSA,2384,8921,36.15043,-95.99153,HTTP://WWW.ONEOK.COM/,352
237,NGL ENERGY PARTNERS,6120 SOUTH YALE AVENUE,NOT AVAILABLE,TULSA,OK,74136,TULSA,3200,11742,36.07226,-95.92557,HTTP://WWW.NGLENERGYPARTNERS.COM/,-198.9
367,WILLIAMS,1 WILLIAMS CENTER,NOT AVAILABLE,TULSA,OK,74172,TULSA,5604,7499,36.15435,-95.99151,HTTP://CO.WILLIAMS.COM/,-424
233,BED BATH & BEYOND,650 LIBERTY AVENUE,NOT AVAILABLE,UNION,NJ,7083,UNION,62000,12104,40.69729,-74.30522,HTTPS://WWW.BEDBATHANDBEYOND.COM/,841.5
254,CELGENE,86 MORRIS AVENUE,NOT AVAILABLE,SUMMIT,NJ,7901,UNION,7132,11229,40.70987,-74.34783,HTTP://WWW.CELGENE.COM/,1999.2
291,MURPHY USA,200 PEACH STREET,NOT AVAILABLE,EL DORADO,AR,71730,UNION,6600,9633,33.21469,-92.66231,HTTPS://WWW.MURPHYUSA.COM/,221.5
413,BERRY GLOBAL GROUP,301 NORTH KENTUCKY AVENUE,NOT AVAILABLE,EVANSVILLE,IN,47711,VANDERBURGH,21000,6489,37.98045,-87.546,HTTP://WWW.BERRYGLOBAL.COM/,236
123,AMGEN,1 AMGEN CENTER DRIVE,NOT AVAILABLE,THOUSAND OAKS,CA,91320,VENTURA,19200,22991,34.19201,-118.91968,HTTPS://WWW.AMGEN.COM/,7722
82,TYSON FOODS,2200 WEST DON TYSON PARKWAY,NOT AVAILABLE,SPRINGDALE,AR,72762,WASHINGTON,114000,36881,36.15401,-94.15459,HTTPS://WWW.TYSON.COM/,1768
88,NIKE,1 BOWERMAN DRIVE,NOT AVAILABLE,BEAVERTON,OR,97005,WASHINGTON,70700,32376,45.50715,-122.82844,HTTPS://WWW.NIKE.COM/US/EN_US/,3760
346,J.M. SMUCKER,1 STRAWBERRY LANE,NOT AVAILABLE,ORRVILLE,OH,44667,WAYNE,6910,7811,40.85039,-81.76289,HTTP://WWW.JMSMUCKER.COM/,688.7
10,FORD MOTOR,1 AMERICAN ROAD,NOT AVAILABLE,DEARBORN,MI,48126,WAYNE,201000,151800,42.31475,-83.2094,HTTPS://WWW.FORD.COM/,4596
372,MASCO,21001 VAN BORN ROAD,NOT AVAILABLE,TAYLOR,MI,48180,WAYNE,26000,7357,42.26778,-83.24257,HTTP://MASCO.COM/,491
272,DTE ENERGY,1 ENERGY PLAZA,NOT AVAILABLE,DETROIT,MI,48226,WAYNE,10000,10630,42.33338,-83.05739,HTTPS://WWW.NEWLOOK.DTEENERGY.COM/WPS/WCM/CONNECT/DTE-WEB/HOME,868
286,ALLY FINANCIAL,500 WOODWARD AVENUE,NOT AVAILABLE,DETROIT,MI,48226,WAYNE,7600,9835,42.330347,-83.044951,HTTPS://WWW.ALLY.COM/,1067
8,GENERAL MOTORS,300 RENAISSANCE CENTER,NOT AVAILABLE,DETROIT,MI,48265,WAYNE,225000,166380,42.32942,-83.04079,HTTPS://WWW.GM.COM/,9427
32,IBM,1 NEW ORCHARD ROAD,NOT AVAILABLE,ARMONK,NY,10504,WESTCHESTER,414400,79919,41.10754,-73.72124,HTTPS://WWW.IBM.COM/US-EN/,11872
267,MASTERCARD,2000 PURCHASE STREET,NOT AVAILABLE,PURCHASE,NY,10577,WESTCHESTER,11900,10776,41.02329,-73.71059,HTTPS://WWW.MASTERCARD.US/EN-US.HTML,4059
44,PEPSICO,700 ANDERSON HILL ROAD,NOT AVAILABLE,PURCHASE,NY,10577,WESTCHESTER,264000,62799,41.03475,-73.69335,HTTPS://WWW.PEPSI.COM/EN-US/,6329
480,DELEK US HOLDINGS,7102 COMMERCE WAY,NOT AVAILABLE,BRENTWOOD,TN,37027,WILLIAMSON,1326,5414,35.97105,-86.8094,HTTP://WWW.DELEKUS.COM/,-153.7
374,LIFEPOINT HEALTH,330 SEVEN SPRINGS WAY,NOT AVAILABLE,BRENTWOOD,TN,37027,WILLIAMSON,47000,7274,36.04162,-86.76894,HTTP://WWW.LIFEPOINTHEALTH.NET/,121.9
396,TRACTOR SUPPLY,5401 VIRGINIA WAY,NOT AVAILABLE,BRENTWOOD,TN,37027,WILLIAMSON,19500,6780,36.032478,-86.813115,HTTPS://WWW.TRACTORSUPPLY.COM/,437.1
130,COMMUNITY HEALTH SYSTEMS,4000 MERIDIAN BOULEVARD,NOT AVAILABLE,FRANKLIN,TN,37067,WILLIAMSON,108000,21374,35.95185,-86.81122,HTTP://WWW.CHS.NET/,-1721
41,DELL TECHNOLOGIES,1 DELL WAY,NOT AVAILABLE,ROUND ROCK,TX,78682,WILLIAMSON,138000,64806,30.48641,-97.67513,HTTP://WWW.DELL.COM/EN-US,-1672
425,OSHKOSH,2307 OREGON STREET,NOT AVAILABLE,OSHKOSH,WI,54902,WINNEBAGO,13800,6279,43.99301,-88.54267,HTTPS://WWW.OSHKOSH.COM/,216.4
401,OWENS-ILLINOIS,1 MICHAEL OWENS WAY,NOT AVAILABLE,PERRYSBURG,OH,43551,WOOD,27000,6702,41.52773,-83.64698,HTTP://WWW.O-I.COM/,209
350,SPARTANNASH,850 76TH STREET SW,NOT AVAILABLE,BYRON CENTER,MI,49315,KENT,11500,7735,42.82551,-85.68454,HTTPS://WWW.SPARTANNASH.COM/,56.8
150,KOHL'S,N56W17000 RIDGEWOOD DRIVE,NOT AVAILABLE,MENOMONEE FALLS,WI,53051,WAUKESHA,85000,18686,43.12196,-88.12328,HTTPS://WWW.KOHLS.COM/,556
35,JOHNSON & JOHNSON,1 JOHNSON AND JOHNSON PLAZA,NOT AVAILABLE,NEW BRUNSWICK,NJ,8933,MIDDLESEX,126400,71890,40.49804,-74.44296,HTTPS://WWW.JNJ.COM/,16540
324,PETER KIEWIT SONS',3555 FARNAM STREET,KIEWIT PLAZA,OMAHA,NE,68131,DOUGLAS,20000,8573,41.25718,-95.96546,HTTPS://WWW.KIEWIT.COM/?LANG=EN,396
342,MUTUAL OF OMAHA INSURANCE,3300 MUTUAL OF OMAHA PLAZA,NOT AVAILABLE,OMAHA,NE,68175,DOUGLAS,5732,7899,41.25847,-95.96229,HTTPS://WWW.MUTUALOFOMAHA.COM/,356.6
111,ABBVIE,1 NORTH WAUKEGAN,NOT AVAILABLE,NORTH CHICAGO,IL,60064,LAKE,30000,25638,42.30212,-87.89156,HTTPS://WWW.ABBVIE.COM/,5953
31,COMCAST,1701 JOHN F KENNEDY BOULEVARD,COMCAST CENTER,PHILADELPHIA,PA,19103,PHILADELPHIA,159000,80403,39.95468,-75.16848,HTTPS://CORPORATE.COMCAST.COM/,8695
36,PROCTER & GAMBLE,1 PROCTER AND GAMBLE PLAZA,NOT AVAILABLE,CINCINNATI,OH,45202,HAMILTON,105000,71726,39.10311,-84.50542,HTTPS://US.PG.COM/,10508
239,AMERIPRISE FINANCIAL,55 AMERIPRISE FINANCIAL CENTER,AMERIPRISE FINANCIAL CENTER,MINNEAPOLIS,MN,55474,HENNEPIN,13195,11735,44.97526,-93.26949,HTTPS://WWW.AMERIPRISE.COM/,1314
94,3M,2501 HUDSON ROAD,NOT AVAILABLE,MAPLEWOOD,MN,55144,RAMSEY,91584,30109,44.95067,-92.99524,HTTPS://WWW.3M.COM/3M/EN_US/COMPANY-US/,5050